sample_group,strategy_id,ma_period,horizon,event_observed_count,event_mean,event_median,event_win_rate,event_profit_factor,daily_date_count,daily_mean,daily_median,positive_date_fraction,daily_bh_q_value,author_id,hypothesis_id,author_label,is_control
primary_development_2022_2023_partial,s0_distance_only,120,15m,365876,-0.0027571186654409,-0.0030162529300138,0.2403136581792738,0.3477717791737845,331,-0.0027091721787611,-0.0026431030833298,0.0060422960725075,2.035967250123357e-154,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,120,1d,365333,-0.0025675860144208,-0.0030162529300139,0.4292960121313979,0.784736011456183,331,-0.0022211149826924,-0.001277099997684,0.4561933534743202,0.006215964073378,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,120,2d,365212,-0.0025906725028299,-0.0039370414778973,0.4433999978094914,0.83298657253182,331,-0.002042918267683,-0.0005599641940614,0.486404833836858,0.0677945424793673,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,120,30m,365865,-0.0027224998762369,-0.0030162529300138,0.2814453418610689,0.4400129077639964,331,-0.0026640706258362,-0.002561626995544,0.0332326283987915,4.087826009808266e-96,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,120,3d,365156,-0.0027057432883982,-0.0044264138169587,0.4477100198271423,0.8532731420984496,331,-0.0018927265294317,-0.0013998785360209,0.4773413897280967,0.169367541377448,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,120,5d,365120,-0.0030782471440114,-0.0052367067096796,0.4544177256792287,0.8692429403258617,331,-0.0016995186198284,0.0009987203460909,0.5196374622356495,0.3324100293232788,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,120,5m,365879,-0.0028322219351491,-0.0030162529300138,0.1740466110380754,0.2111718110817181,331,-0.0028091706151094,-0.002812257006336,0.0,2.942311035235204e-258,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,120,60m,365773,-0.0027094288509944,-0.0030162529300139,0.3318150874996241,0.5468902511517437,331,-0.0026466297998661,-0.0024876231620863,0.1631419939577039,1.891320348296149e-45,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,240,15m,279820,-0.0028135406781768,-0.0030162529300138,0.2353227074547923,0.3321357532302598,331,-0.0027635205503353,-0.0027469273685166,0.0090634441087613,5.658818315415684e-159,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,240,1d,279415,-0.0026541449102845,-0.003554290570095,0.4216810121145966,0.7714713598682577,331,-0.0024541249198049,-0.0015829102375403,0.4501510574018127,0.0027905995138238,,,rule_or_control,False
